periode,temp_max,nbj_ac,nj_vdc,prec_cumul,p_d_s,prec_intense,nbj_prec,nom,insee,secheresses,secheresse
H3,11.43,78,27,1050.26,18,8.02,4.48,QUEYRIERES,43158,0,0
H3,11.75,77,27,1038.91,18,7.88,4.68,MAZET-SAINT-VOY,43130,0,0
H3,12.39,79,27,1023.8,17,7.74,4.8,LE CHAMBON-SUR-LIGNON,43051,0,0
H3,12.54,74,24,1383.79,18,9.58,4.73,DEVESSET,07080,0,0
H3,13.66,75,25,1107.39,20,8.38,4.82,PAILHARES,07170,0,0
H3,15.19,73,24,1027.16,21,7.57,4.67,BOZAS,07039,0,0
H3,16.38,70,22,955.39,22,7.13,4.56,SAINT-BARTHELEMY-LE-PLAIN,07217,0,0
H3,17.31,70,22,1011.72,23,7.54,4.53,TOURNON-SUR-RHONE,07324,0,0
H3,17.61,67,20,950.76,23,7.05,4.87,CHANOS-CURSON,26071,0,0
H3,17.49,69,21,946.29,24,6.94,4.44,ROMANS-SUR-ISERE,26281,0,0
H3,17.3,70,21,958.38,24,7.04,4.45,SAINT-PAUL-LES-ROMANS,26323,0,0
H3,17.51,74,25,1040.1,21,8.82,4.6,LA BAUME-D'HOSTUN,26034,0,0
H3,17.24,77,29,1063.98,21,9.08,4.4,SAINTE-EULALIE-EN-ROYANS,26302,0,0
H3,14.02,82,33,1297.95,20,11.06,4.79,SAINT-JULIEN-EN-VERCORS,26309,0,0
H3,10.95,78,30,1526.3,18,13.14,4.2,CORRENCON-EN-VERCORS,38129,0,0
H3,14.17,80,32,1354.82,20,11.96,4.3,LE GUA,38187,0,0
H3,14.6,79,31,1376.43,19,12.2,4.37,SAINT-GEORGES-DE-COMMIERS,38388,0,0
H3,11.82,80,33,1579.17,19,13.59,4.32,LA MORTE,38264,0,0
H3,8.07,68,26,1810.08,19,15.95,4.47,LAVALDENS,38207,0,0
H3,11.0,79,33,1143.79,22,9.32,4.1,VILLARD-NOTRE-DAME,38549,0,0
H3,9.24,72,23,1175.53,22,9.61,4.04,LES DEUX ALPES,38253,0,0
H3,3.83,55,15,1306.56,22,10.71,4.29,LA GRAVE,05063,1,1
H3,4.02,56,16,1277.74,22,10.61,4.25,VILLAR-D'ARENE,05181,1,1
H3,5.88,57,18,1229.6,22,10.2,4.48,LE MONETIER-LES-BAINS,05079,1,1
H3,5.93,57,18,1226.55,22,10.25,4.5,NEVACHE,05093,1,1
H3,7.32,59,19,1185.55,21,9.8,4.47,NEVACHE,05093,1,1
H3,6.38,56,16,903.77,24,7.3,4.08,NEVACHE,05093,1,1
H3,17.88,55,11,908.19,25,7.86,5.3,CARCANS,33097,1,1
H3,17.87,54,12,911.16,24,7.92,5.18,CARCANS,33097,1,1
H3,18.27,60,14,983.49,23,8.73,5.17,CARCANS,33097,1,1
H3,18.25,60,14,990.33,23,8.78,5.1,SAINT-LAURENT-MEDOC,33424,1,1
H3,17.95,58,14,896.36,23,7.82,4.8,LISTRAC-MEDOC,33248,1,1
H3,17.91,58,14,895.79,23,7.96,4.96,BLAYE,33058,1,1
H3,18.29,64,16,867.08,22,7.9,4.83,BERSON,33047,1,1
H3,18.34,64,16,864.22,22,7.88,4.83,CIVRAC-DE-BLAYE,33126,1,1
H3,18.2,64,16,873.75,23,7.87,4.6,LARUSCADE,33233,1,1
H3,18.05,65,17,874.87,22,7.83,4.53,CERCOUX,17077,0,0
H3,17.6,61,15,904.71,22,7.96,4.56,LA CLOTTE,17113,1,1
H3,17.68,61,15,889.15,23,8.0,4.69,LA BARDE,17033,1,1
H3,18.23,66,17,858.29,23,7.54,4.76,LA ROCHE-CHALAIS,24354,0,0
H3,18.0,66,18,871.22,23,7.63,4.8,SERVANCHES,24533,0,0
H3,17.94,66,17,867.45,23,7.55,4.73,ECHOURGNAC,24159,0,0
H3,17.82,66,17,872.57,23,7.64,4.67,SAINT-ANDRE-DE-DOUBLE,24367,0,0
H3,17.95,67,18,903.63,22,7.93,4.58,SAINT-GERMAIN-DU-SALEMBRE,24418,0,0
H3,17.95,67,18,904.87,22,7.96,4.48,SAINT-ASTIER,24372,0,0
H3,17.62,68,18,921.14,22,8.07,4.52,COURSAC,24139,0,0
H3,17.56,70,19,925.07,22,8.14,4.85,BOULAZAC ISLE MANOIRE,24053,0,0
H3,17.55,70,19,925.4,22,8.2,4.35,BASSILLAC ET AUBEROCHE,24026,0,0
H3,17.3,70,19,938.0,22,8.32,4.37,LIMEYRAT,24241,0,0
H3,17.3,70,19,938.15,22,8.3,4.35,THENON,24550,0,0
H3,17.44,70,19,936.11,22,8.31,4.48,LA BACHELLERIE,24020,0,0
H3,17.41,69,20,1098.75,20,9.81,4.38,TERRASSON-LAVILLEDIEU,24547,0,0
H3,17.8,70,20,1001.14,21,8.61,4.27,MANSAC,19124,0,0
H3,17.76,71,21,1002.4,21,8.71,4.15,BRIVE-LA-GAILLARDE,19031,0,0
H3,17.41,71,21,1019.57,21,8.78,4.4,COSNAC,19063,0,0
H3,16.6,75,23,1247.51,20,10.99,4.37,ALBIGNAC,19003,0,0
H3,15.25,75,23,1328.38,20,11.63,4.44,ALBUSSAC,19004,0,0
H3,16.18,76,24,1274.66,20,11.23,4.75,FORGES,19084,0,0
H3,15.92,75,23,1291.51,20,11.48,4.57,SAINT-MARTIN-LA-MEANNE,19222,0,0
H3,15.22,76,25,1430.65,20,12.73,4.63,SAINT-PRIVAT,19237,0,0
H3,14.91,77,25,1462.15,20,12.97,4.44,RILHAC-XAINTRIE,19173,0,0
H3,14.66,79,27,1232.87,20,10.55,4.5,CHAUSSENAC,15046,0,0
H3,14.12,78,26,1259.47,19,10.69,4.54,DRUGEAC,15063,0,0
H3,13.5,81,30,1697.87,19,15.1,4.47,SAINT-BONNET-DE-SALERS,15174,0,0
H3,11.18,79,29,1834.74,18,16.24,4.2,SAINT-PAUL-DE-SALERS,15205,0,0
H3,10.37,80,28,1363.64,19,11.61,4.55,LE CLAUX,15050,0,0
H3,10.46,78,27,1370.41,18,11.68,4.88,DIENNE,15061,0,0
H3,11.41,77,27,1327.39,18,11.29,4.85,CHAVAGNAC,15047,0,0
H3,12.91,80,28,866.79,20,7.21,4.54,JOURSAC,15080,0,0
H3,12.55,79,27,878.27,19,7.25,4.82,FERRIERES-SAINT-MARY,15069,0,0
H3,13.28,82,29,930.74,18,7.86,4.82,SAINT-PONCY,15207,0,0
H3,12.89,83,29,879.08,18,7.12,4.46,ALLY,43006,0,0
H3,15.11,84,28,759.01,18,6.0,4.4,SAINT-CIRGUES,43175,0,0
H3,15.48,85,29,743.27,19,5.93,4.3,MAZEYRAT-D'ALLIER,43132,0,0
H3,13.46,81,28,882.89,18,7.07,4.63,SAINT-GEORGES-D'AURAC,43188,0,0
H3,12.77,79,28,897.44,18,7.05,4.37,VERNASSAL,43259,0,0
H3,13.71,80,28,873.21,18,6.9,4.38,SAINT-PAULIEN,43216,0,0
H3,14.96,82,28,818.42,20,6.26,4.17,SAINT-VINCENT,43230,0,0
H3,14.02,80,27,953.05,18,7.41,4.1,ROSIERES,43165,0,0
H3,13.64,82,27,969.57,18,7.55,4.4,YSSINGEAUX,43268,0,0
H3,13.6,82,28,977.63,18,7.69,4.33,CHENEREILLES,43069,0,0
H3,13.12,81,27,995.5,18,7.77,4.35,TENCE,43244,0,0
H3,12.18,77,26,1038.6,17,7.83,4.58,SAINT-ANDRE-EN-VIVARAIS,07212,0,0
H3,12.93,73,23,1374.54,18,9.29,4.92,LALOUVESC,07128,0,0
H3,14.65,73,25,1042.51,21,7.76,4.73,PREAUX,07185,0,0
H3,15.91,71,22,980.79,22,7.4,4.79,CHEMINAS,07063,0,0
H3,16.98,71,23,940.61,21,7.06,4.81,EROME,26119,0,0
H3,17.1,71,23,934.44,21,6.94,4.77,MARSAZ,26177,0,0
H3,16.8,73,24,953.48,22,7.09,4.75,MARGES,26174,0,0
H3,16.59,75,24,959.69,22,7.12,4.81,CHATILLON-SAINT-JEAN,26087,0,0
H3,16.92,75,25,1162.74,20,9.95,4.56,SAINT-BONNET-DE-CHAVAGNE,38370,0,0
H3,16.38,78,31,1207.22,20,10.34,4.45,SAINT-ROMANS,38453,0,0
H3,12.87,83,32,1399.3,19,12.27,4.25,PRESLES,38322,0,0
H3,12.59,84,33,1430.41,19,12.56,4.3,AUTRANS-MEAUDRE EN VERCORS,38225,0,0
H3,13.82,84,34,1347.34,20,11.97,4.25,CLAIX,38111,0,0
H3,16.65,72,27,1145.19,21,10.21,4.31,JARRIE,38200,0,0
H3,13.35,82,33,1469.43,20,12.79,4.1,VAULNAVEYS-LE-HAUT,38529,0,0
H3,10.02,78,31,1681.41,20,14.62,4.25,LIVET-ET-GAVET,38212,0,0
H3,11.32,83,34,1600.22,20,13.67,4.22,VILLARD-RECULAS,38550,0,0
H3,7.01,63,19,1285.93,21,10.54,4.3,CLAVANS-EN-HAUT-OISANS,38112,1,1
H3,5.42,57,16,1260.95,22,10.27,4.07,LA GRAVE,05063,1,1
H3,3.88,56,16,1072.24,22,8.95,4.04,LA GRAVE,05063,1,1
H3,4.09,55,17,1041.05,22,8.94,4.08,VALLOIRE,73306,1,1
H3,3.95,52,15,1297.23,21,10.93,3.92,NEVACHE,05093,1,1
H3,7.55,60,19,1179.7,21,9.77,4.5,NEVACHE,05093,1,1
H3,17.92,54,12,911.43,23,7.91,5.18,HOURTIN,33203,1,1
H3,17.88,54,12,909.67,24,7.82,5.3,HOURTIN,33203,1,1
H3,18.28,59,14,983.13,23,8.69,5.31,HOURTIN,33203,1,1
H3,17.87,58,14,903.2,24,7.87,5.06,SAINT-LAURENT-MEDOC,33424,1,1
H3,17.95,58,14,901.77,24,7.87,5.17,PAUILLAC,33314,1,1
H3,17.89,57,14,895.04,24,7.88,4.92,SAINT-ANDRONY,33370,1,1
H3,18.48,64,17,855.79,23,7.84,4.87,CAMPUGNAN,33089,1,1
H3,18.22,64,17,868.84,23,7.88,4.78,SAINT-CHRISTOLY-DE-BLAYE,33382,1,1
H3,17.56,61,15,907.56,23,8.02,4.62,BUSSAC-FORET,17074,1,1
H3,17.38,62,16,917.43,22,8.09,4.58,BEDENAC,17038,1,1
H3,17.48,62,15,912.01,22,8.04,4.58,LE FOUILLOUX,17167,1,1
H3,17.43,61,15,905.71,22,8.08,4.55,BOSCAMNANT,17055,1,1
H3,18.3,66,18,856.71,23,7.5,4.71,PARCOUL-CHENAUD,24316,0,0
H3,18.21,66,18,860.39,23,7.53,4.71,SAINT AULAYE-PUYMANGOU,24376,0,0
H3,17.96,66,17,865.3,23,7.54,4.51,SAINT PRIVAT EN PERIGORD,24490,0,0
H3,17.66,67,19,881.37,22,7.72,4.6,SAINT-MARTIN-DE-RIBERAC,24455,0,0
H3,17.67,68,18,921.87,21,8.05,4.58,DOUCHAPT,24154,0,0
H3,17.66,68,19,919.46,22,8.09,4.46,MENSIGNAC,24266,0,0
H3,17.8,68,19,912.66,22,8.03,4.46,CHANCELADE,24102,0,0
H3,17.69,68,18,915.05,22,8.03,4.57,TRELISSAC,24557,0,0
H3,17.81,68,19,905.93,22,7.89,4.46,ANTONNE-ET-TRIGONANT,24011,0,0
H3,17.69,69,20,913.48,22,8.0,4.63,CUBJAC-AUVEZERE-VAL D'ANS,24147,0,0
H3,17.41,70,19,927.2,22,8.26,4.51,SAINTE-ORSE,24473,0,0
H3,17.02,70,20,958.63,22,8.52,4.5,NAILHAC,24302,0,0
H3,17.09,70,20,1118.51,20,10.0,4.3,LOUIGNAC,19120,0,0
H3,17.38,69,20,1108.87,20,9.75,4.23,YSSANDON,19289,0,0
H3,17.78,71,21,1002.99,22,8.6,4.43,SAINT-VIANCE,19246,0,0
H3,16.7,72,21,1152.83,21,10.18,4.3,SAINTE-FEREOLE,19202,0,0
H3,16.48,76,23,1248.72,20,11.12,4.17,CORNIL,19061,0,0
H3,16.1,75,23,1270.14,20,11.29,4.12,SAINTE-FORTUNADE,19203,0,0
H3,15.38,75,23,1317.92,20,11.46,4.58,ESPAGNAC,19075,0,0
H3,15.15,75,23,1335.95,20,11.84,4.55,GUMOND,19090,0,0
H3,15.45,77,25,1358.7,19,11.96,4.67,SAINT-MERD-DE-LAPLEAU,19225,0,0
H3,15.71,77,25,1159.36,19,9.82,5.0,SOURSAC,19264,0,0
H3,15.14,78,25,1208.38,19,10.46,4.55,MAURIAC,15120,0,0
H3,14.25,77,25,1252.38,19,10.68,4.58,LE VIGEAN,15261,0,0
H3,13.5,80,28,1215.62,20,10.45,4.58,MOUSSAGES,15137,0,0
H3,11.26,78,28,1323.08,19,11.18,4.81,TRIZAC,15243,0,0
H3,11.71,81,30,1302.78,19,10.94,4.58,SAINT-HIPPOLYTE,15190,0,0
H3,11.22,79,28,1335.7,18,11.37,4.9,SAINT-SATURNIN,15213,0,0
H3,11.35,76,27,1333.41,17,11.39,4.33,VERNOLS,15253,0,0
H3,11.37,76,27,1345.55,17,11.54,4.45,PEYRUSSE,15151,0,0
H3,13.19,77,26,1260.39,16,10.84,4.75,CHARMENSAC,15043,0,0
H3,14.29,80,27,818.02,20,6.79,4.75,MASSIAC,15119,0,0
H3,13.77,83,27,800.35,18,6.24,4.3,SAINT-JUST-PRES-BRIOUDE,43206,0,0
H3,15.36,85,29,747.57,18,5.96,4.18,SAINT-ILPIZE,43195,0,0
H3,15.5,85,29,743.3,19,5.92,4.4,PAULHAGUET,43148,0,0
H3,13.53,81,28,881.92,18,7.04,4.3,JOSAT,43107,0,0
H3,12.43,78,27,909.21,17,7.23,4.18,MONLET,43138,0,0
H3,13.04,80,28,895.92,18,7.17,4.28,BELLEVUE-LA-MONTAGNE,43026,0,0
H3,14.39,79,27,846.15,18,6.73,4.36,VOREY,43267,0,0
H3,14.84,81,27,809.86,19,6.37,4.47,RETOURNAC,43162,0,0
H3,14.96,83,29,813.9,19,6.25,4.25,SAINT-MAURICE-DE-LIGNON,43211,0,0
H3,14.17,82,29,839.48,19,6.52,4.2,SAINTE-SIGOLENE,43224,0,0
H3,13.61,82,28,969.08,18,7.68,4.35,DUNIERES,43087,0,0
H3,12.21,78,26,1017.04,17,7.86,4.67,RIOTORD,43163,0,0
H3,13.57,75,25,1350.37,18,9.32,4.83,VANOSC,07333,0,0
H3,15.14,75,25,1021.55,21,7.68,4.9,SAINT-ALBAN-D'AY,07205,0,0
H3,16.61,72,23,939.99,22,7.13,4.58,ARDOIX,07013,0,0
H3,17.14,71,22,934.94,21,7.04,4.7,BEAUSEMBLANT,26041,0,0
H3,16.86,72,23,948.15,21,7.18,4.77,CLAVEYSON,26094,0,0
H3,16.2,73,24,985.89,21,7.33,4.65,MONTCHENU,26194,0,0
H3,15.5,76,26,1018.64,21,7.58,4.71,VALHERBASSE,26210,0,0
H3,15.38,76,27,1144.19,20,9.46,4.58,SAINT-APPOLINARD,38360,0,0
H3,16.4,77,26,1213.47,20,10.39,4.62,SAINT-VERAND,38463,0,0
H3,15.5,81,30,1306.62,21,11.28,4.25,COGNIN-LES-GORGES,38117,0,0
H3,12.23,84,32,1454.86,20,13.09,3.85,AUTRANS-MEAUDRE EN VERCORS,38225,0,0
H3,14.24,80,31,1351.38,20,11.98,4.28,SAINT-NIZIER-DU-MOUCHEROTTE,38433,0,0
H3,17.09,71,26,1105.24,21,9.89,4.21,GRENOBLE,38185,0,0
H3,14.91,80,32,1312.92,21,11.52,4.13,SAINT-MARTIN-D'URIAGE,38422,0,0
H3,7.0,69,26,1872.28,19,16.16,4.21,LA COMBE-DE-LANCEY,38120,0,0
H3,9.55,77,31,1715.39,19,14.82,4.08,VAUJANY,38527,0,0
H3,3.37,58,19,1944.2,19,16.81,4.07,SAINT-SORLIN-D'ARVES,73280,1,1
H3,5.94,56,17,1040.56,23,8.6,4.2,SAINT-JEAN-D'ARVES,73242,1,1
H3,4.63,56,16,1057.51,23,8.77,3.98,ALBIEZ-MONTROND,73013,1,1
H3,6.86,59,18,946.98,22,8.11,4.26,VALLOIRE,73306,1,1
H3,3.46,54,14,1083.34,21,9.2,4.55,ORELLE,73194,1,1
H3,4.64,55,14,1035.78,22,8.84,4.3,MODANE,73157,1,1
H3,3.66,58,17,1086.31,21,9.02,4.25,AVRIEUX,73026,1,1
H3,2.77,58,18,1130.86,22,9.46,4.39,VAL-CENIS,73290,1,1
H3,11.21,68,23,818.94,22,6.23,4.05,VAL-CENIS,73290,0,0
H3,17.95,54,12,910.07,23,7.87,5.27,HOURTIN,33203,1,1
H3,17.89,55,12,913.06,23,7.89,5.27,NAUJAC-SUR-MER,33300,1,1
H3,18.35,60,14,982.7,23,8.75,5.29,NAUJAC-SUR-MER,33300,1,1
H3,17.92,58,13,900.8,23,7.9,4.95,VERTHEUIL,33545,1,1
H3,18.02,58,13,898.24,24,7.91,5.07,SAINT-ESTEPHE,33395,1,1
H3,18.08,58,14,885.9,23,7.83,4.92,BRAUD-ET-SAINT-LOUIS,33073,1,1
H3,18.5,64,16,856.66,23,7.83,5.04,SAINT-AUBIN-DE-BLAYE,33374,1,1
H3,18.27,64,17,861.3,23,7.75,4.9,VAL-DE-LIVENNE,33380,1,1
H3,17.38,61,15,917.78,23,8.11,4.62,CHEPNIERS,17099,1,1
H3,17.25,62,16,924.24,22,8.12,4.58,POUILLAC,17287,1,1
H3,17.3,62,16,921.29,22,8.1,4.6,NEUVICQ,17260,1,1
H3,17.64,65,18,870.37,22,7.57,4.5,YVIERS,16424,0,0
H3,17.83,65,18,861.49,22,7.53,4.52,CHALAIS,16073,0,0
H3,17.76,66,18,860.73,22,7.55,4.83,SAINT-ROMAIN,16347,0,0
H3,17.87,66,17,854.93,23,7.52,4.6,BOURG-DU-BOST,24058,0,0
H3,17.91,66,18,867.52,22,7.61,4.54,VILLETOUREIX,24586,0,0
H3,17.79,69,20,963.53,22,8.51,4.5,GRAND-BRASSAC,24200,0,0
H3,17.75,70,20,956.42,23,8.41,4.43,LISLE,24243,0,0
H3,17.35,71,21,981.8,22,8.61,4.45,BIRAS,24042,0,0
H3,17.45,71,21,976.64,22,8.57,4.48,AGONAC,24002,0,0
H3,17.43,71,20,973.72,22,8.52,4.64,SORGES ET LIGUEUX EN PERIGORD,24540,0,0
H3,17.69,70,19,909.46,22,8.08,4.51,COULAURES,24137,0,0
H3,17.48,70,19,924.05,22,8.22,4.51,TOURTOIRAC,24555,0,0
H3,17.15,69,19,1045.15,21,9.41,4.25,BOISSEUILH,24046,0,0
H3,17.03,71,20,1114.1,20,10.02,4.25,SEGONZAC,19253,0,0
H3,17.38,72,21,1013.45,21,8.73,4.32,SAINT-BONNET-LA-RIVIERE,19187,0,0
H3,16.65,73,22,1150.55,20,10.22,4.08,ALLASSAC,19005,0,0
H3,16.09,72,23,1180.68,20,10.52,4.12,SAINT-PARDOUX-L'ORTIGIER,19234,0,0
H3,15.94,75,23,1275.26,20,11.18,4.17,SAINT-MEXANT,19227,0,0
H3,16.34,76,23,1252.39,20,11.02,4.23,NAVES,19146,0,0
H3,15.1,75,23,1327.62,20,11.75,4.3,SAINT-PRIEST-DE-GIMEL,19236,0,0
H3,15.02,77,25,1375.07,19,12.27,4.37,CHAMPAGNAC-LA-NOAILLE,19039,0,0
H3,14.78,78,24,1397.62,19,12.54,4.65,LAFAGE-SUR-SOMBRE,19097,0,0
H3,15.52,78,25,1164.22,19,9.95,4.97,SOURSAC,19264,0,0
H3,15.36,78,25,1184.43,19,10.27,4.8,NEUVIC,19148,0,0
H3,15.55,77,25,1182.4,19,10.22,4.56,BASSIGNAC,15019,0,0
H3,14.0,79,27,1261.59,19,10.71,4.67,LE MONTEIL,15131,0,0
H3,13.55,80,28,1211.67,19,10.45,4.65,MENET,15124,0,0
H3,12.85,80,28,1251.45,19,10.74,4.77,RIOM-ES-MONTAGNES,15162,0,0
H3,12.19,79,27,1274.96,19,10.82,4.47,MARCENAT,15114,0,0
H3,10.58,77,25,1350.29,18,11.81,4.55,PRADIERS,15155,0,0
H3,10.73,77,26,1604.59,18,14.16,4.52,ANZAT-LE-LUGUET,63006,0,0
H3,13.44,83,28,807.86,18,6.45,4.48,SAINT-ETIENNE-SUR-BLESLE,43182,0,0
H3,15.14,85,28,758.83,18,6.02,4.5,ESPALEM,43088,0,0
H3,15.52,86,29,747.14,19,5.94,4.46,SAINT-BEAUZIRE,43170,0,0
H3,16.24,82,27,712.86,19,5.48,4.23,BRIOUDE,43040,0,0
H3,15.09,84,29,763.88,20,5.9,4.83,JAVAUGUES,43105,0,0
H3,12.61,80,27,908.93,18,7.12,4.6,BERBEZIT,43027,0,0
H3,12.11,78,27,919.35,18,7.26,4.54,BONNEVAL,43035,0,0
H3,12.86,80,28,898.31,18,7.16,4.51,BEAUNE-SUR-ARZON,43023,0,0
H3,13.66,79,27,869.7,18,7.01,4.43,SAINT-JULIEN-D'ANCE,43201,0,0
H3,14.8,79,27,823.56,17,6.54,4.48,TIRANGES,43246,0,0
H3,15.96,82,28,780.83,20,6.07,4.48,BEAUZAC,43025,0,0
H3,14.32,82,28,833.39,18,6.41,4.37,MONISTROL-SUR-LOIRE,43137,0,0
H3,13.64,82,27,969.6,18,7.63,4.7,SAINT-VICTOR-MALESCOURS,43227,0,0
H3,12.07,80,27,1072.82,18,8.09,4.92,SAINT-REGIS-DU-COIN,42280,0,0
H3,13.2,81,28,1030.82,18,7.83,4.7,SAINT-SAUVEUR-EN-RUE,42287,0,0
H3,15.32,72,23,1004.42,22,7.73,4.53,SAINT-MARCEL-LES-ANNONAY,07265,0,0
H3,16.35,72,23,949.43,22,7.22,4.52,PEAUGRES,07172,0,0
H3,17.56,70,21,911.45,21,6.85,4.56,SAINT-RAMBERT-D'ALBON,26325,0,0
H3,16.89,72,23,949.32,21,7.17,4.52,SAINT-SORLIN-EN-VALLOIRE,26330,0,0
H3,16.1,74,23,994.12,22,7.54,4.4,HAUTERIVES,26148,0,0
H3,15.36,77,26,1157.22,20,9.58,4.58,SAINT-CLAIR-SUR-GALAURE,38379,0,0
H3,14.79,78,26,1203.69,20,9.89,4.58,ROYBON,38347,0,0
H3,14.9,79,28,1171.36,20,9.62,4.63,CHASSELAY,38086,0,0
H3,16.31,78,27,1231.19,21,10.61,4.28,CHANTESSE,38074,0,0
H3,14.29,83,32,1382.77,20,12.04,4.45,MONTAUD,38248,0,0
H3,16.03,75,28,1211.26,21,10.72,4.05,NOYAREY,38281,0,0
H3,14.18,78,29,1674.45,20,15.08,3.96,QUAIX-EN-CHARTREUSE,38328,0,0
H3,16.52,73,27,1155.72,21,10.26,4.29,SAINT-NAZAIRE-LES-EYMES,38431,0,0
H3,13.29,82,33,1503.07,20,12.81,4.47,SAINTE-AGNES,38350,0,0
H3,6.88,65,23,1911.36,19,16.68,4.42,LE HAUT-BREDA,38163,0,0
H3,5.57,63,22,1798.89,20,15.52,4.0,SAINT-COLOMBAN-DES-VILLARDS,73230,0,0
H3,9.39,67,22,942.3,24,7.81,4.48,SAINT-JEAN-D'ARVES,73242,0,0
H3,10.69,71,24,905.33,24,7.55,4.39,ALBIEZ-LE-JEUNE,73012,0,0
H3,11.86,73,26,859.85,24,7.05,4.15,SAINT-MICHEL-DE-MAURIENNE,73261,0,0
H3,7.46,67,21,1189.43,20,10.15,3.92,ORELLE,73194,0,0
H3,8.61,69,22,937.8,23,7.74,4.25,MODANE,73157,0,0
H3,7.51,65,18,987.99,22,8.13,4.42,VAL-CENIS,73290,0,0
H3,4.61,55,17,1026.76,21,7.95,4.26,VAL-CENIS,73290,1,1
H3,6.8,58,18,954.36,21,7.28,3.94,VAL-CENIS,73290,1,1
H3,5.19,57,17,1009.12,20,7.79,3.8,BESSANS,73040,1,1
H3,18.02,55,12,903.77,24,7.88,5.15,VENDAYS-MONTALIVET,33540,1,1
H3,17.98,55,12,906.27,24,7.89,5.15,VENDAYS-MONTALIVET,33540,1,1
H3,18.43,59,14,974.86,23,8.75,5.23,GAILLAN-EN-MEDOC,33177,1,1
H3,18.0,57,13,895.74,24,7.86,5.08,BLAIGNAN-PRIGNAC,33055,1,1
H3,17.93,57,13,891.56,24,7.88,5.3,SAINT-YZANS-DE-MEDOC,33493,1,1
H3,18.04,57,14,887.92,23,7.78,4.85,SAINT-BONNET-SUR-GIRONDE,17312,1,1
H3,17.57,60,14,910.86,23,8.0,4.88,PLEINE-SELVE,33326,1,1
H3,17.48,61,15,909.0,22,8.01,4.92,ROUFFIGNAC,17305,1,1
H3,17.46,61,15,910.29,22,8.02,4.93,EXPIREMONT,17156,1,1
H3,17.75,65,17,862.48,22,7.57,4.71,CHANTILLAC,16079,0,0
H3,17.52,66,18,874.44,22,7.62,4.78,BOISBRETEAU,16048,0,0
H3,17.41,66,18,880.77,22,7.67,4.5,PASSIRAC,16256,0,0
H3,17.58,66,18,872.83,22,7.62,4.52,SAINT-LAURENT-DES-COMBES,16331,0,0
H3,17.64,66,18,863.66,22,7.58,4.65,BORS (CANTON DE TUDE-ET-LAVALETTE),16052,0,0
H3,17.66,66,18,862.45,22,7.62,4.54,PALLUAUD,16254,0,0
H3,17.77,67,20,872.54,23,7.67,4.44,SAINT-MARTIAL-VIVEYROL,24452,0,0
H3,17.49,69,20,973.68,22,8.62,4.53,LA TOUR-BLANCHE-CERCLES,24554,0,0
H3,17.62,70,21,968.43,21,8.51,4.43,PAUSSAC-ET-SAINT-VIVIEN,24319,0,0
H3,17.62,71,21,964.26,22,8.48,4.45,BRANTOME EN PERIGORD,24064,0,0
H3,17.48,71,21,971.44,22,8.54,4.55,LA CHAPELLE-FAUCHER,24107,0,0
H3,17.22,69,20,1040.64,21,9.43,4.43,VAUNAC,24567,0,0
H3,17.33,69,20,1034.47,21,9.42,4.42,SAINT-JORY-LAS-BLOUX,24429,0,0
H3,16.81,69,20,1062.26,21,9.6,4.3,CLERMONT-D'EXCIDEUIL,24124,0,0
H3,16.48,71,20,1093.01,21,9.8,4.51,GENIS,24196,0,0
H3,16.15,71,21,1105.62,21,9.87,4.46,SAINT-MESMIN,24464,0,0
H3,15.96,72,21,1177.96,20,10.59,4.37,SAINT-SORNIN-LAVOLPS,19243,0,0
H3,16.23,73,22,1168.92,20,10.41,4.12,VIGEOIS,19285,0,0
H3,15.89,72,22,1191.05,20,10.6,4.13,VIGEOIS,19285,0,0
H3,15.38,73,23,1217.62,20,10.62,4.4,SEILHAC,19255,0,0
H3,15.88,76,24,1279.71,20,11.31,4.32,SAINT-SALVADOUR,19240,0,0
H3,15.31,77,24,1355.65,19,12.02,4.29,CORREZE,19062,0,0
H3,14.79,78,25,1393.08,19,12.27,4.44,ROSIERS-D'EGLETONS,19176,0,0
H3,14.79,78,24,1397.26,19,12.54,4.65,MOUSTIER-VENTADOUR,19145,0,0
H3,14.97,77,24,1391.27,19,12.38,4.87,LAMAZIERE-BASSE,19102,0,0
H3,14.75,79,26,1220.57,19,10.57,4.5,NEUVIC,19148,0,0
H3,15.41,77,25,1190.95,20,10.21,4.22,CHAMPAGNAC,15037,0,0
H3,15.44,78,27,1171.11,19,10.04,4.47,VEBRET,15250,0,0
H3,14.43,78,27,1232.12,20,10.53,4.5,CHAMPS-SUR-TARENTAINE-MARCHAL,15038,0,0
H3,13.4,80,28,1223.08,20,10.59,4.54,TREMOUILLE,15240,0,0
H3,12.41,80,27,1257.87,19,10.88,4.54,CONDAT,15054,0,0
H3,10.77,77,26,1583.26,18,14.09,4.23,MONTGRELEIX,15132,0,0
H3,10.71,77,26,1602.8,18,14.18,4.46,SAINT-ALYRE-ES-MONTAGNE,63313,0,0
H3,12.11,79,26,898.05,17,7.34,4.63,APCHAT,63007,0,0
H3,14.5,81,26,833.36,18,6.59,4.72,TORSIAC,43247,0,0
H3,16.31,83,27,714.7,19,5.61,4.48,BOURNONCLE-SAINT-PIERRE,43038,0,0
H3,15.72,84,28,742.3,19,5.79,4.6,AZERAT,43017,0,0
