periode,temp_max,nbj_ac,nj_vdc,prec_cumul,p_d_s,prec_intense,nbj_prec,nom,insee,secheresses,secheresse
H3,10.12,74,26,1264.17,22,10.38,4.29,TREMINIS,38514,0,0
H3,11.96,79,32,1207.95,24,10.12,4.04,DEVOLUY,05139,0,0
H3,14.23,81,33,1142.88,23,9.63,4.05,AUBESSAGNE,05039,0,0
H3,9.84,71,27,1322.16,22,10.86,3.9,LA MOTTE-EN-CHAMPSAUR,05090,0,0
H3,7.43,62,20,1367.79,22,11.48,3.77,CHAMPOLEON,05032,1,1
H3,6.28,58,18,1411.74,22,11.75,3.6,ORCIERES,05096,1,1
H3,4.91,54,15,1495.19,23,12.55,3.6,FREISSINIERES,05058,1,1
H3,7.54,56,18,1075.36,26,8.89,4.2,CHAMPCELLA,05031,1,1
H3,12.24,68,24,794.65,26,6.42,4.2,SAINT-CREPIN,05136,1,1
H3,9.38,62,21,858.23,25,6.89,4.35,GUILLESTRE,05065,1,1
H3,6.65,62,17,907.19,23,7.44,4.38,SAINT-VERAN,05157,1,1
H3,4.18,59,15,961.99,22,7.94,4.27,MOLINES-EN-QUEYRAS,05077,1,1
H3,3.62,57,17,1006.85,24,8.28,4.32,ABRIES-RISTOLAS,05001,1,1
H3,18.09,52,10,942.65,23,8.04,4.7,LEGE-CAP-FERRET,33236,1,1
H3,18.0,52,9,950.06,23,8.09,4.82,LEGE-CAP-FERRET,33236,1,1
H3,18.23,59,14,984.0,23,8.62,4.92,ARES,33011,1,1
H3,18.08,60,14,991.89,22,8.7,5.32,LANTON,33229,1,1
H3,18.05,60,14,993.83,22,8.71,5.05,SAINT-JEAN-D'ILLAC,33422,1,1
H3,18.04,60,14,987.62,22,8.71,4.9,SAINT-JEAN-D'ILLAC,33422,1,1
H3,18.36,61,15,924.94,22,8.05,4.9,MERIGNAC,33281,1,1
H3,18.48,60,15,915.98,22,8.0,4.64,BORDEAUX,33063,1,1
H3,18.14,63,16,860.58,24,7.52,4.95,FARGUES-SAINT-HILAIRE,33165,1,1
H3,18.2,63,16,855.44,24,7.56,5.12,CROIGNON,33141,1,1
H3,18.49,62,16,812.0,23,7.27,4.67,MOULON,33298,1,1
H3,18.66,62,16,807.92,23,7.15,4.71,SAINTE-TERRE,33485,1,1
H3,18.57,63,16,807.39,23,7.14,4.71,MOULIETS-ET-VILLEMARTIN,33296,1,1
H3,18.45,63,16,814.75,22,7.22,4.53,MONTCARET,24289,1,1
H3,18.34,63,16,829.28,24,7.35,4.85,SAINT-ANTOINE-DE-BREUILH,24370,1,1
H3,18.45,63,16,823.03,24,7.32,4.65,SAINT-AVIT-SAINT-NAZAIRE,33378,1,1
H3,18.41,66,18,835.12,23,7.29,4.7,LAMONZIE-SAINT-MARTIN,24225,0,0
H3,18.32,66,18,838.8,23,7.28,4.7,BERGERAC,24037,0,0
H3,18.07,66,18,842.42,23,7.29,4.53,COURS-DE-PILE,24140,0,0
H3,18.13,67,18,898.26,22,7.83,4.79,CAUSE-DE-CLERANS,24088,0,0
H3,17.7,66,18,853.65,23,7.37,4.44,LALINDE,24223,0,0
H3,18.43,69,20,930.38,22,8.12,4.48,ALLES-SUR-DORDOGNE,24005,0,0
H3,18.18,69,19,941.59,22,8.21,4.37,COUX ET BIGAROQUE-MOUZENS,24142,0,0
H3,18.07,69,19,945.79,22,8.18,4.45,CASTELS ET BEZENAC,24087,0,0
H3,17.9,70,20,958.64,22,8.29,4.27,SAINT-ANDRE-D'ALLAS,24366,0,0
H3,18.09,70,20,951.39,23,8.21,4.37,CARSAC-AILLAC,24082,0,0
H3,18.06,69,20,952.96,23,8.23,4.37,SAINT-JULIEN-DE-LAMPON,24432,0,0
H3,18.25,75,22,1056.78,20,9.21,4.21,LANZAC,46153,0,0
H3,18.16,74,22,1051.87,20,9.27,4.27,LACAVE,46144,0,0
H3,17.78,77,23,965.06,21,8.54,4.32,MIERS,46193,0,0
H3,17.59,78,25,989.19,22,8.61,4.42,LOUBRESSAC,46177,0,0
H3,17.62,76,25,1098.3,21,9.5,4.48,SAINT-CERE,46251,0,0
H3,16.2,76,25,1243.37,20,10.92,4.54,LATOUILLE-LENTILLAC,46159,0,0
H3,14.96,76,25,1275.2,21,11.04,4.58,SOUSCEYRAC-EN-QUERCY,46311,0,0
H3,15.01,76,25,1278.55,21,11.16,4.6,ROUMEGOUX,15166,0,0
H3,14.97,76,25,1275.93,21,11.27,4.61,OMPS,15144,0,0
H3,15.19,77,26,1372.85,20,12.07,4.77,ROANNES-SAINT-MARY,15163,0,0
H3,14.55,76,26,1423.97,19,12.34,4.81,ARPAJON-SUR-CERE,15012,0,0
H3,14.63,77,27,1312.16,20,11.29,4.77,CARLAT,15028,0,0
H3,14.76,80,29,1289.03,19,11.36,5.12,MUR-DE-BARREZ,12164,0,0
H3,13.96,78,28,1674.04,18,14.89,4.85,CANTOIN,12051,0,0
H3,14.18,83,31,899.86,21,7.58,4.73,LIEUTADES,15106,0,0
H3,14.08,84,31,902.02,21,7.61,4.7,CHAUDES-AIGUES,15045,0,0
H3,13.24,82,29,912.67,19,7.71,4.88,MAURINES,15121,0,0
H3,12.42,81,29,941.1,19,7.66,4.83,LES MONTS-VERTS,48012,0,0
H3,13.72,81,29,922.13,19,7.23,4.61,SAINT-PIERRE-LE-VIEUX,48177,0,0
H3,11.77,81,28,979.1,18,7.75,4.58,LE MALZIEU-FORAIN,48089,0,0
H3,10.72,81,30,934.41,18,7.61,4.33,CHANALEILLES,43054,0,0
H3,11.62,82,30,904.94,18,7.28,4.33,BEL-AIR-VAL-D'ANCE,48038,0,0
H3,12.99,78,26,831.77,19,6.46,4.1,SAINT-CHRISTOPHE-D'ALLIER,43173,0,0
H3,11.66,77,26,875.44,19,6.8,4.25,SAINT-HAON,43192,0,0
H3,12.3,77,26,851.59,19,6.62,4.35,ARLEMPDES,43008,0,0
H3,12.18,79,28,1013.58,17,7.95,4.35,SALETTES,43231,0,0
H3,11.04,75,26,1442.21,18,10.07,4.55,LE BEAGE,07026,0,0
H3,10.63,75,26,1468.37,18,10.13,4.55,SAINT-MARTIAL,07267,0,0
H3,13.3,75,25,1345.13,18,9.21,4.77,SAINT-ANDEOL-DE-FOURCHADES,07209,0,0
H3,13.57,71,23,1471.95,22,10.76,4.65,SAINT-GENEST-LACHAMP,07239,0,0
H3,15.43,71,21,1351.58,22,9.54,4.69,GLUIRAS,07096,0,0
H3,16.78,68,21,1225.34,22,8.75,4.48,SAINT-MICHEL-DE-CHABRILLANOUX,07278,0,0
H3,16.53,70,22,934.13,22,6.98,4.61,GILHAC-ET-BRUZAC,07094,0,0
H3,17.59,69,21,975.79,24,7.27,4.6,SAINT-GEORGES-LES-BAINS,07240,0,0
H3,17.72,68,20,923.0,24,6.78,4.46,ETOILE-SUR-RHONE,26124,0,0
H3,16.89,70,21,976.02,24,7.25,4.47,MONTMEYRAN,26206,0,0
H3,15.1,78,27,1216.66,20,10.21,4.8,COMBOVIN,26100,0,0
H3,15.06,81,33,1208.47,20,10.2,4.65,EYGLUY-ESCOULIN,26128,0,0
H3,14.46,82,33,1244.05,20,10.62,4.56,SAINT-JULIEN-EN-QUINT,26308,0,0
H3,12.8,82,32,1349.41,19,11.5,4.44,ROMEYER,26282,0,0
H3,9.53,72,27,1576.96,18,13.88,4.06,CHICHILIANNE,38103,0,0
H3,15.12,84,33,1059.09,21,9.21,4.25,CLELLES,38113,0,0
H3,15.78,82,32,1018.16,21,8.82,4.13,MENS,38226,0,0
H3,12.93,85,33,1142.86,21,9.96,4.29,CHATEL-EN-TRIEVES,38456,0,0
H3,14.18,87,35,1101.43,21,9.41,4.15,AMBEL,38008,0,0
H3,12.2,82,32,1234.41,23,10.31,4.13,SAINT-FIRMIN,05142,0,0
H3,9.92,77,29,1336.33,23,11.12,4.11,SAINT-MAURICE-EN-VALGODEMARD,05152,0,0
H3,7.56,64,21,1167.49,22,9.25,3.63,LA CHAPELLE-EN-VALGAUDEMAR,05064,1,1
H3,4.42,54,16,1292.51,22,10.47,3.56,CHAMPOLEON,05032,1,1
H3,4.83,53,15,1500.91,23,12.61,3.56,L'ARGENTIERE-LA-BESSEE,05006,1,1
H3,11.68,73,26,953.46,25,7.74,4.17,L'ARGENTIERE-LA-BESSEE,05006,0,0
H3,6.54,54,15,920.51,24,7.58,4.54,LA ROCHE-DE-RAME,05122,1,1
H3,7.06,55,16,898.58,24,7.45,4.5,ARVIEUX,05007,1,1
H3,8.02,59,18,877.59,23,7.19,4.29,CHATEAU-VILLE-VIEILLE,05038,1,1
H3,6.61,64,17,894.27,22,7.27,3.97,ABRIES-RISTOLAS,05001,1,1
H3,7.23,63,21,915.01,25,7.24,4.15,ABRIES-RISTOLAS,05001,1,1
H3,18.02,55,11,914.81,24,7.85,4.95,LE PORGE,33333,1,1
H3,17.86,55,12,911.43,23,7.81,4.83,LE PORGE,33333,1,1
H3,18.25,60,14,984.82,23,8.62,4.92,LE PORGE,33333,1,1
H3,18.12,60,14,991.22,22,8.73,5.06,LE TEMPLE,33528,1,1
H3,18.09,60,14,989.79,22,8.78,5.03,SALAUNES,33494,1,1
H3,18.12,60,15,983.07,22,8.66,5.07,SAINT-MEDARD-EN-JALLES,33449,1,1
H3,17.87,57,14,894.1,22,7.89,4.63,LE TAILLAN-MEDOC,33519,1,1
H3,18.57,60,15,906.62,22,8.01,4.64,BORDEAUX,33063,1,1
H3,18.54,63,16,814.39,23,7.31,4.96,SAINT-LOUBES,33433,1,1
H3,18.66,63,16,815.15,23,7.28,4.9,VAYRES,33539,1,1
H3,18.71,63,16,808.75,23,7.21,4.9,LIBOURNE,33243,1,1
H3,18.27,64,16,860.09,22,7.83,4.79,SAINT-EMILION,33394,1,1
H3,18.09,64,17,861.97,22,7.89,4.75,SAINT-PHILIPPE-D'AIGUILLE,33461,1,1
H3,18.36,66,18,856.67,22,7.53,4.69,MONTPEYROUX,24292,0,0
H3,18.23,66,17,866.46,23,7.65,4.94,SAINT-MEARD-DE-GURCON,24461,0,0
H3,18.07,66,17,875.41,23,7.72,4.94,MONFAUCON,24277,0,0
H3,18.22,66,18,901.05,22,7.95,4.85,SAINT-GEORGES-BLANCANEIX,24413,0,0
H3,18.05,67,18,909.0,22,7.93,4.6,EYRAUD-CREMPSE-MAURENS,24259,0,0
H3,17.92,67,18,914.97,22,7.99,4.6,CAMPSEGRET,24077,0,0
H3,17.87,67,18,909.21,22,7.88,4.75,SAINT-FELIX-DE-VILLADEIX,24405,0,0
H3,17.52,68,18,930.25,22,8.2,4.52,SAINTE-FOY-DE-LONGAS,24407,0,0
H3,17.74,69,19,922.43,22,8.12,4.85,SAINT-AVIT-DE-VIALARD,24377,0,0
H3,18.24,69,19,936.0,22,8.18,4.34,LES EYZIES,24172,0,0
H3,17.92,69,19,954.02,22,8.32,4.37,MEYRALS,24268,0,0
H3,17.66,73,20,952.72,22,8.14,4.45,MARQUAY,24255,0,0
H3,17.76,72,21,947.89,22,8.16,4.25,PROISSANS,24341,0,0
H3,17.56,73,21,959.86,22,8.28,4.25,SALIGNAC-EYVIGUES,24516,0,0
H3,17.77,75,22,1022.72,21,8.86,4.28,LACHAPELLE-AUZAC,46145,0,0
H3,17.66,75,22,1024.59,21,9.04,4.27,BALADOU,46016,0,0
H3,18.13,74,23,1056.42,21,9.28,4.27,VAYRAC,46330,0,0
H3,18.16,74,23,1009.13,21,8.57,4.38,BILHAC,19026,0,0
H3,17.85,76,24,1084.93,22,9.38,4.72,GAGNAC-SUR-CERE,46117,0,0
H3,15.98,76,25,1251.48,21,10.95,4.46,SOUSCEYRAC-EN-QUERCY,46311,0,0
H3,15.27,77,25,1252.37,21,10.97,4.56,SIRAN,15228,0,0
H3,15.4,77,25,1252.62,21,11.14,4.4,SAINT-GERONS,15189,0,0
H3,15.74,76,25,1338.64,21,11.78,4.67,LACAPELLE-VIESCAMP,15088,0,0
H3,15.36,77,26,1366.95,20,12.07,4.79,YTRAC,15267,0,0
H3,14.48,77,26,1424.93,19,12.45,4.85,GIOU-DE-MAMOU,15074,0,0
H3,13.88,78,27,1470.5,19,12.77,4.39,POLMINHAC,15154,0,0
H3,13.18,80,30,1730.92,18,15.13,4.65,PAILHEROLS,15146,0,0
H3,12.88,79,29,1744.41,18,15.12,4.57,SAINT-MARTIN-SOUS-VIGOUROUX,15201,0,0
H3,12.41,80,29,880.08,21,7.16,4.94,NEUVEGLISE-SUR-TRUYERE,15142,0,0
H3,13.0,81,28,850.84,20,7.17,4.6,NEUVEGLISE-SUR-TRUYERE,15142,0,0
H3,14.16,83,30,884.0,20,7.64,4.85,VAL D'ARCOMIE,15108,0,0
H3,13.91,83,30,903.65,19,7.56,4.94,VAL D'ARCOMIE,15108,0,0
H3,12.84,82,29,944.23,19,7.73,4.81,JULIANGES,48077,0,0
H3,11.12,80,28,1005.66,18,7.76,4.79,PAULHAC-EN-MARGERIDE,48110,0,0
H3,11.98,82,30,891.31,18,7.23,4.45,GREZES,43104,0,0
H3,12.61,82,30,874.15,18,7.08,4.4,SAUGUES,43234,0,0
H3,12.57,79,28,904.53,18,6.99,4.25,SAINT-JEAN-LACHALM,43198,0,0
H3,11.58,77,25,879.29,19,6.83,4.23,CAYRES,43042,0,0
H3,13.32,79,28,838.63,19,6.63,4.5,LE BRIGNON,43039,0,0
H3,12.28,79,28,1007.67,17,7.78,4.1,LE MONASTIER-SUR-GAZEILLE,43135,0,0
H3,10.5,77,27,1076.88,17,8.28,4.45,LES ESTABLES,43091,0,0
H3,10.65,76,26,1449.51,18,10.27,4.4,LA ROCHETTE,07195,0,0
H3,13.63,71,23,1460.91,21,10.55,4.8,CHANEAC,07054,0,0
H3,14.97,71,22,1381.86,21,9.91,4.73,LE CHEYLARD,07064,0,0
H3,15.16,70,21,1365.69,21,9.61,4.58,BELSENTES,07165,0,0
H3,14.64,71,23,1029.8,21,7.65,4.48,VERNOUX-EN-VIVARAIS,07338,0,0
H3,15.04,72,23,1014.47,21,7.49,4.52,BOFFRES,07035,0,0
H3,16.97,71,22,1023.89,23,7.44,4.9,TOULAUD,07323,0,0
H3,17.74,68,20,931.36,24,7.1,4.75,VALENCE,26362,0,0
H3,17.23,69,20,965.05,24,7.37,4.75,CHABEUIL,26064,0,0
H3,16.18,77,26,1173.69,20,10.08,4.82,PEYRUS,26232,0,0
H3,13.26,82,32,1312.78,20,10.97,4.56,LEONCEL,26163,0,0
H3,12.12,80,32,1383.08,20,11.59,4.48,BOUVANTE,26059,0,0
H3,12.46,82,32,1367.36,20,11.69,4.47,SAINT-AGNAN-EN-VERCORS,26290,0,0
H3,9.82,73,27,1597.7,19,13.83,4.6,GRESSE-EN-VERCORS,38186,0,0
H3,14.98,83,33,1079.45,20,9.13,4.53,ROISSARD,38342,0,0
H3,15.26,84,33,1033.68,21,8.91,4.15,MAYRES-SAVEL,38224,0,0
H3,15.6,84,34,1021.9,21,8.72,3.88,SAINT-LAURENT-EN-BEAUMONT,38413,0,0
H3,12.41,81,32,1037.12,22,8.69,4.27,VALBONNAIS,38518,0,0
H3,10.02,81,31,1168.08,22,9.61,4.2,VALJOUFFREY,38522,0,0
H3,5.7,67,22,1318.22,21,10.98,4.04,VALJOUFFREY,38522,0,0
H3,3.13,55,16,1400.38,21,11.76,3.58,SAINT-CHRISTOPHE-EN-OISANS,38375,1,1
H3,2.6,54,17,1343.51,23,11.27,4.08,SAINT-CHRISTOPHE-EN-OISANS,38375,1,1
H3,6.63,60,19,1176.32,23,9.69,3.92,VALLOUISE-PELVOUX,05101,1,1
H3,9.45,69,24,1121.91,23,9.29,4.25,SAINT-MARTIN-DE-QUEYRIERES,05151,0,0
H3,9.49,63,18,845.47,25,7.12,4.42,VILLAR-SAINT-PANCRACE,05183,1,1
H3,5.89,54,16,913.04,23,7.62,4.23,CERVIERES,05027,1,1
H3,3.82,52,14,975.95,23,7.94,4.08,CERVIERES,05027,1,1
H3,4.34,51,15,998.88,24,7.93,4.26,ABRIES-RISTOLAS,05001,1,1
H3,5.96,54,17,941.52,23,7.49,4.4,ABRIES-RISTOLAS,05001,1,1
H3,17.87,55,11,908.11,25,7.86,5.3,LACANAU,33214,1,1
H3,18.33,60,13,980.64,23,8.64,5.27,LACANAU,33214,1,1
H3,18.16,60,14,988.83,22,8.73,5.05,SAINTE-HELENE,33417,1,1
H3,18.09,60,14,992.63,22,8.75,5.05,SAINTE-HELENE,33417,1,1
H3,17.75,58,13,904.44,23,7.83,4.9,AVENSAN,33022,1,1
H3,17.89,57,14,894.2,23,7.84,4.65,LE PIAN-MEDOC,33322,1,1
H3,18.05,57,14,878.6,23,7.76,4.63,PAREMPUYRE,33312,1,1
H3,18.71,63,16,811.43,23,7.28,4.83,CUBZAC-LES-PONTS,33143,1,1
H3,18.41,65,16,860.15,22,7.76,4.7,TARNES,33524,0,0
H3,18.48,64,16,854.85,22,7.75,5.04,GALGON,33179,1,1
H3,18.37,64,17,855.61,22,7.79,4.78,SAINT-DENIS-DE-PILE,33393,1,1
H3,18.27,65,17,854.22,23,7.74,4.83,PETIT-PALAIS-ET-CORNEMPS,33320,1,1
H3,18.39,66,17,854.55,23,7.52,4.77,MOULIN-NEUF,24297,0,0
H3,18.27,66,17,860.74,23,7.5,4.65,MONTPON-MENESTEROL,24294,0,0
H3,18.12,65,17,873.35,23,7.56,4.65,SAINT-SAUVEUR-LALANDE,24500,1,1
H3,18.09,66,18,905.93,22,8.01,4.63,LES LECHES,24234,0,0
H3,17.84,67,18,917.59,22,8.03,4.57,ISSAC,24211,0,0
H3,17.64,67,17,927.71,22,8.12,4.57,MONTAGNAC-LA-CREMPSE,24285,0,0
H3,17.54,68,18,928.2,22,8.04,4.73,SAINT-MAYME-DE-PEREYROL,24459,0,0
H3,17.41,68,19,932.99,22,8.2,4.79,VEYRINES-DE-VERGT,24576,0,0
H3,17.34,70,19,940.54,22,8.3,4.87,SAINT-FELIX-DE-REILLAC-ET-MORTEMART,24404,0,0
H3,17.46,70,19,931.76,22,8.21,4.38,FLEURAC,24183,0,0
H3,18.04,70,20,938.97,21,8.22,4.29,SAINT-LEON-SUR-VEZERE,24443,0,0
H3,17.87,72,20,936.05,22,8.12,4.12,LA CHAPELLE-AUBAREIL,24106,0,0
H3,17.46,73,21,963.03,22,8.31,4.25,ARCHIGNAC,24012,0,0
H3,17.19,74,22,979.25,22,8.45,4.29,JAYAC,24215,0,0
H3,17.24,77,23,1050.45,21,9.15,4.33,GIGNAC,46118,0,0
H3,17.55,75,23,1036.73,21,9.05,4.54,CRESSENSAC-SARRAZAC,46083,0,0
H3,18.27,74,22,997.92,21,8.59,4.49,CHAUFFOUR-SUR-VELL,19050,0,0
H3,17.35,74,23,1202.11,21,10.64,4.27,CUREMONTE,19067,0,0
H3,16.8,75,24,1320.47,20,11.56,4.38,BASSIGNAC-LE-BAS,19017,0,0
H3,15.53,75,24,1407.61,20,12.32,4.73,CAMPS-SAINT-MATHURIN-LEOBAZEL,19034,0,0
H3,15.37,77,25,1415.66,20,12.5,4.42,GOULLES,19086,0,0
H3,15.06,78,26,1211.37,20,10.51,4.46,MONTVERT,15135,0,0
H3,15.27,78,26,1199.73,20,10.43,4.46,SAINT-VICTOR,15217,0,0
H3,14.37,78,27,1242.22,20,10.49,4.46,JUSSAC,15083,0,0
H3,14.18,81,29,1645.64,19,14.45,4.56,MARMANHAC,15118,0,0
H3,13.05,81,30,1720.44,18,14.93,4.56,LASCELLE,15096,0,0
H3,11.45,79,28,1817.1,18,15.73,4.73,THIEZAC,15236,0,0
H3,10.65,77,28,1867.24,17,16.29,4.13,BREZONS,15026,0,0
H3,11.45,79,28,908.38,21,7.41,4.8,PAULHAC,15148,0,0
H3,12.46,80,29,869.68,20,7.24,4.87,LES TERNES,15235,0,0
H3,13.53,81,29,842.16,20,7.12,4.87,SAINT-GEORGES,15188,0,0
H3,13.9,83,29,904.72,19,7.73,5.04,RUYNES-EN-MARGERIDE,15168,0,0
H3,10.98,79,27,1004.37,18,8.38,4.87,CLAVIERES,15051,0,0
H3,11.43,82,29,924.9,18,7.42,5.05,AUVERS,43015,0,0
H3,13.13,83,30,860.88,18,7.05,4.75,VENTEUGES,43256,0,0
H3,13.25,82,29,806.47,19,6.36,4.22,MONISTROL-D'ALLIER,43136,0,0
H3,12.0,78,27,919.39,17,7.15,4.02,SAINT-PRIVAT-D'ALLIER,43221,0,0
H3,13.02,78,27,851.06,18,6.69,4.63,SAINT-CHRISTOPHE-SUR-DOLAIZON,43174,0,0
H3,14.34,82,30,830.86,19,6.3,4.08,COUBON,43078,0,0
H3,14.09,79,28,812.39,19,6.38,4.17,LANTRIAC,43113,0,0
H3,11.45,78,27,1049.53,18,8.0,4.48,SAINT-FRONT,43186,0,0
H3,11.03,79,28,1057.97,18,8.17,4.38,FAY-SUR-LIGNON,43092,0,0
H3,12.75,74,26,1346.97,18,9.45,4.49,SAINT-JULIEN-D'INTRES,07103,0,0
H3,12.87,74,24,1347.62,18,9.37,4.79,SAINT-AGREVE,07204,0,0
H3,14.77,74,24,1042.01,21,7.8,4.58,DESAIGNES,07079,0,0
H3,15.2,72,23,1011.39,22,7.52,4.76,LAMASTRE,07129,0,0
H3,15.46,71,23,1005.22,22,7.46,4.77,SAINT-SYLVESTRE,07297,0,0
H3,16.45,71,23,1058.31,23,7.86,4.56,CHATEAUBOURG,07059,0,0
H3,17.67,68,20,939.96,24,7.13,4.8,BOURG-LES-VALENCE,26058,0,0
H3,17.43,71,22,945.47,24,7.0,4.63,ALIXAN,26004,0,0
H3,16.21,72,23,1016.01,23,7.62,4.6,MARCHES,26173,0,0
H3,15.38,81,30,1199.58,20,10.1,4.62,LEONCEL,26163,0,0
H3,13.42,81,30,1312.26,20,11.11,4.62,BOUVANTE,26059,0,0
H3,13.29,81,31,1345.67,20,11.39,4.72,LA CHAPELLE-EN-VERCORS,26074,0,0
H3,10.75,77,30,1528.15,18,13.25,4.29,SAINT-ANDEOL,38355,0,0
H3,15.61,82,32,1030.32,21,8.71,4.61,SINARD,38492,0,0
H3,14.7,84,32,1066.92,22,9.17,4.37,LA MOTTE-D'AVEILLANS,38265,0,0
H3,11.85,81,33,1549.85,19,13.52,4.2,SAINT-HONORE,38396,0,0
H3,9.71,73,28,1167.83,21,9.71,3.98,CHANTEPERIER,38073,0,0
H3,6.59,69,24,1304.88,22,10.62,4.06,CHANTEPERIER,38073,0,0
H3,5.75,62,19,1309.67,22,10.73,4.17,SAINT-CHRISTOPHE-EN-OISANS,38375,1,1
H3,4.33,58,17,1363.39,22,11.31,4.04,SAINT-CHRISTOPHE-EN-OISANS,38375,1,1
H3,2.08,53,15,1352.01,21,11.29,4.29,SAINT-CHRISTOPHE-EN-OISANS,38375,1,1
H3,3.26,53,15,1335.3,22,11.14,4.0,VALLOUISE-PELVOUX,05101,1,1
H3,7.49,60,19,1037.24,25,8.64,4.19,LA SALLE-LES-ALPES,05161,1,1
H3,9.6,68,20,1115.11,22,9.29,4.15,BRIANCON,05023,0,0
H3,6.76,56,15,888.39,25,7.41,4.12,MONTGENEVRE,05085,1,1
H3,7.27,58,16,882.8,23,7.16,4.17,CERVIERES,05027,1,1
H3,17.85,55,11,909.9,25,7.87,5.3,LACANAU,33214,1,1
H3,18.34,60,13,981.9,23,8.63,5.3,CARCANS,33097,1,1
H3,18.21,60,15,989.18,23,8.77,5.32,BRACH,33070,1,1
H3,18.15,60,15,991.45,22,8.73,4.94,LISTRAC-MEDOC,33248,1,1
H3,17.91,58,14,898.73,23,7.84,4.8,AVENSAN,33022,1,1
H3,17.98,57,14,889.58,23,7.79,4.65,MARGAUX-CANTENAC,33268,1,1
H3,17.89,58,14,893.73,23,7.9,4.9,BOURG,33067,1,1
H3,18.44,64,16,858.1,22,7.82,4.88,SAINT-LAURENT-D'ARCE,33425,1,1
H3,18.3,64,16,865.71,22,7.77,4.7,MARCENAIS,33266,1,1
H3,18.25,65,16,868.23,22,7.82,4.7,MARANSIN,33264,0,0
H3,18.45,64,17,851.93,22,7.76,4.54,COUTRAS,33138,1,1
H3,18.39,65,17,848.26,22,7.65,4.56,LE FIEU,33166,0,0
H3,18.12,65,17,861.72,22,7.85,4.58,SAINT-ANTOINE-SUR-L'ISLE,33373,0,0
H3,18.2,66,18,862.42,23,7.55,4.75,SAINT-BARTHELEMY-DE-BELLEGARDE,24380,0,0
H3,18.14,66,18,866.29,23,7.54,4.7,SAINT-LAURENT-DES-HOMMES,24436,0,0
H3,18.08,66,18,869.03,23,7.57,4.7,SAINT-FRONT-DE-PRADOUX,24409,0,0
H3,17.97,67,18,905.47,22,7.95,4.58,NEUVIC,24309,0,0
H3,17.72,68,18,916.09,22,8.03,4.53,JAURE,24213,0,0
H3,17.5,68,19,931.33,22,8.14,4.52,CREYSSENSAC-ET-PISSOT,24146,0,0
H3,17.35,70,20,934.41,22,8.25,4.58,SANILHAC,24312,0,0
H3,17.34,70,19,933.31,22,8.26,4.85,LA DOUZE,24156,0,0
H3,17.16,70,19,947.07,22,8.34,4.43,ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC,24356,0,0
H3,17.39,70,19,930.82,22,8.26,4.28,FANLAC,24174,0,0
H3,18.07,70,20,936.9,21,8.2,4.3,MONTIGNAC-LASCAUX,24291,0,0
H3,17.41,72,20,1014.35,21,8.87,4.33,COLY-SAINT-AMAND,24364,0,0
H3,17.43,73,21,972.53,22,8.45,4.12,LA DORNAC,24153,0,0
H3,17.53,75,22,1040.0,21,9.08,4.28,CHASTEAUX,19049,0,0
H3,16.92,75,22,1229.67,20,10.9,4.65,TURENNE,19273,0,0
H3,16.67,75,24,1245.62,20,11.02,4.25,LAGLEYGEOLLE,19099,0,0
H3,16.02,74,23,1283.66,20,11.34,4.25,LOSTANGES,19119,0,0
H3,16.46,75,24,1253.89,20,11.11,4.6,MONCEAUX-SUR-DORDOGNE,19140,0,0
H3,16.41,75,24,1343.45,20,11.82,4.45,HAUTEFAGE,19091,0,0
H3,15.72,76,25,1401.1,19,12.38,4.42,SAINT-CIRGUES-LA-LOUTRE,19193,0,0
H3,15.53,77,25,1181.07,20,10.16,4.41,ARNAC,15011,0,0
H3,15.23,78,25,1198.35,20,10.32,4.34,SAINT-MARTIN-CANTALES,15200,0,0
H3,14.34,78,26,1243.06,20,10.54,4.44,SAINT-CIRGUES-DE-MALBERT,15179,0,0
H3,13.79,81,30,1679.7,19,14.77,4.64,SAINT-CERNIN,15175,0,0
H3,11.58,80,29,1803.53,18,15.58,4.53,SAINT-PROJET-DE-SALERS,15208,0,0
H3,10.27,78,27,1888.67,17,16.11,4.62,MANDAILLES-SAINT-JULIEN,15113,0,0
H3,9.77,74,26,1406.14,17,12.03,4.79,ALBEPIERRE-BREDONS,15025,0,0
H3,11.72,79,28,911.23,21,7.36,5.0,LAVEISSENET,15100,0,0
H3,12.79,80,27,869.63,20,7.21,4.75,COLTINES,15053,0,0
H3,12.9,79,27,865.51,19,7.24,4.77,COREN,15055,0,0
H3,12.36,80,29,954.05,18,7.88,5.08,TIVIERS,15237,0,0
H3,12.54,83,29,900.15,18,7.15,4.88,VEDRINES-SAINT-LOUP,15251,0,0
H3,13.47,84,30,877.33,18,7.04,4.87,FERRUSSAC,43094,0,0
H3,15.07,84,31,756.07,19,5.95,4.46,LANGEAC,43112,0,0
H3,13.54,81,28,878.07,18,6.99,4.38,SIAUGUES-SAINTE-MARIE,43239,0,0
H3,12.53,79,27,905.52,18,7.12,4.35,SAINT-JEAN-DE-NAY,43197,0,0
H3,14.47,78,27,810.75,19,6.33,3.92,SAINT-VIDAL,43229,0,0
H3,14.7,82,30,820.18,19,6.2,4.15,LE MONTEIL,43140,0,0
H3,14.29,79,28,805.68,19,6.29,4.15,SAINT-PIERRE-EYNAC,43218,0,0
